area,bathroom_num,bedroom_num,locality,price
600.0,1.0,1,Central Area,50000
650.0,2.0,1,Santacruz,42000
585.0,1.0,1,Wadala,40000
550.0,1.0,1,Santacruz,45000
698.0,1.0,1,Mahalakshmi,42000
500.0,1.0,1,Pali Hill,50000
550.0,1.0,1,Worli,45000
600.0,1.0,1,Elphinstone,40000
650.0,2.0,1,Shivaji Park,50000
650.0,1.0,1,Parel,45000
475.0,2.0,1,Worli,45000
700.0,1.0,1,Bandra,45000
600.0,2.0,1,Andheri,40000
700.0,1.0,1,Andheri,45000
700.0,1.0,1,VileParle,45000
600.0,2.0,1,Central Area,42000
650.0,2.0,1,Santacruz,42000
693.0,1.0,1,Wadala,49000
720.0,1.0,1,Lower Parel,43000
600.0,2.0,1,Powai,45000
650.0,2.0,1,"Sundar Nagar, Kalina",42000
650.0,1.0,1,Wadala,48000
700.0,1.0,1,Mahalakshmi,42500
650.0,2.0,1,Powai,40006
650.0,2.0,1,"Sundar Nagar, Kalina",42000
575.0,1.0,1,Wadala,40000
650.0,1.0,1,Mahalakshmi,43000
650.0,2.0,1,Powai,40000
650.0,2.0,1,Santacruz,43000
644.0,1.0,1,Bhakti Park,46000
799.0,1.0,1,Lower Parel,49000
500.0,1.0,1,Mahim,40000
600.0,1.0,1,Mahim,50000
600.0,1.0,1,Dadar,42000
600.0,1.0,1,Elphinstone,45000
610.0,2.0,1,Prabhadevi,47000
700.0,1.0,1,Bandra,45000
570.0,2.0,1,Andheri,50000
450.0,1.0,1,Dadar,42000
850.0,2.0,1,Powai,48000
650.0,2.0,1,"Sundar Nagar, Kalina",41000
585.0,2.0,1,Wadala,40000
686.0,1.0,1,Worli,48500
650.0,2.0,1,Powai,45000
650.0,2.0,1,Kalina,42000
730.0,1.0,1,Wadala,48500
780.0,1.0,1,Worli,43500
650.0,2.0,1,Chandivali,40000
650.0,2.0,1,Santacruz,42000
496.0,1.0,1,Bhakti Park,45000
800.0,1.0,1,Mahim,43000
600.0,2.0,1,Powai,45000
650.0,2.0,1,Santacruz,42000
1260.0,1.0,1,Bhakti Park,48000
800.0,1.0,1,Worli,41000
625.0,2.0,1,Powai,45000
650.0,1.0,1,Wadala,45000
750.0,1.0,1,Lower Parel,41000
600.0,1.0,1,Powai,50000
750.0,1.0,1,Wadala,42999
720.0,1.0,1,Mahim,41000
500.0,2.0,1,Dadar,40000
550.0,2.0,1,Dadar,50000
475.0,2.0,1,Parel,50000
700.0,1.0,1,Bandra,50000
650.0,1.0,1,Andheri,40000
600.0,2.0,1,Powai,40000
750.0,1.0,1,Wadala,48000
600.0,1.0,1,Shivaji Park,45000
750.0,1.0,1,Wadala,47000
699.0,2.0,1,Mahim,40000
666.0,1.0,1,Mahalakshmi,43000
799.0,1.0,1,Lower Parel,46000
780.0,1.0,1,Worli,46000
700.0,1.0,1,Mahim,41000
755.0,1.0,1,Dadar,45000
750.0,1.0,1,Mahalakshmi,42000
720.0,1.0,1,Dadar,45000
775.0,2.0,1,Mahim,43000
799.0,1.0,1,Mahim,41000
799.0,1.0,1,Mahalakshmi,42000
700.0,2.0,1,Mahalakshmi,42600
800.0,1.0,1,Lower Parel,42500
825.0,1.0,1,Worli,42500
750.0,1.0,1,Mahalakshmi,42500
750.0,1.0,1,Lower Parel,42000
775.0,1.0,1,Worli,42000
685.0,1.0,1,Mahim,40000
688.0,2.0,1,Mahim,48000
600.0,2.0,1,Lower Parel,48000
575.0,2.0,1,Dadar,48000
700.0,1.0,1,Bandra,40000
699.0,1.0,1,Mahalakshmi,42000
710.0,1.0,1,Mahalakshmi,42600
700.0,1.0,1,Lower Parel,42000
720.0,1.0,1,Worli,42000
800.0,2.0,1,Mahalakshmi,43000
750.0,2.0,1,Lower Parel,49500
699.0,2.0,1,Mahim,41000
800.0,1.0,1,Lower Parel,49000
780.0,2.0,1,Mahalakshmi,42000
700.0,2.0,1,Mahalakshmi,42700
675.0,1.0,1,Mahim,40000
850.0,1.0,1,Mahalakshmi,41500
799.0,1.0,1,Mahalakshmi,43000
650.0,2.0,1,Powai,60000
774.0,1.0,1,Bhakti Park,53000
808.0,1.0,1,Vikhroli,55000
750.0,1.0,1,Vikhroli,60000
585.0,1.0,1,Powai,58000
550.0,1.0,1,Khar,60000
550.0,2.0,1,Powai,55000
650.0,1.0,1,Prabhadevi,56000
550.0,1.0,1,Shivaji Park,52000
550.0,1.0,1,Khar,52000
730.0,2.0,1,Wadala,51000
670.0,1.0,1,Worli Hill,60000
600.0,1.0,1,Mazgaon,52000
650.0,1.0,1,Worli,60000
720.0,1.0,1,Prabhadevi,63000
500.0,1.0,1,Worli Hill,58000
400.0,1.0,1,Powai lake,55000
650.0,2.0,1,Khar,58000
750.0,2.0,1,Mahim,60000
600.0,2.0,1,Shivaji Park,55000
850.0,1.0,1,VileParle,52000
500.0,1.0,1,Santacruz,52000
650.0,1.0,1,Bandra,55000
750.0,2.0,1,Matunga,55000
750.0,1.0,1,Bandra Reclamation,60000
625.0,1.0,1,Worli Naka Acharaya Atre Chowk,60000
550.0,2.0,1,Dadar,55000
1025.0,1.0,1,Khar,62000
774.0,1.0,1,Wadala,56000
650.0,1.0,1,Powai,53000
750.0,1.0,1,Bandra,60000
625.0,2.0,1,Worli,55000
650.0,1.0,1,Versova,60000
700.0,1.0,1,Carter Road,60000
625.0,1.0,1,Powai,56000
700.0,2.0,1,Prabhadevi,55000
600.0,1.0,1,Bandra,55000
650.0,1.0,1,Saat Rasta,55000
550.0,1.0,1,Colaba,60000
650.0,1.0,1,Bandra,57000
700.0,2.0,1,Versova,60000
700.0,2.0,1,Prabhadevi,55000
550.0,2.0,1,Central Area,55000
750.0,1.0,1,Worli,55000
600.0,1.0,1,Bandra,60000
560.0,1.0,1,Others,55000
650.0,2.0,1,Juhu,52000
700.0,1.0,1,Mahim,55000
700.0,1.0,1,Jacob Circle,56000
655.0,2.0,1,Matunga,55000
700.0,2.0,1,Bandra,52000
550.0,1.0,1,Bandra,52000
650.0,1.0,1,Mahim,55000
650.0,2.0,1,Carter Road,55000
620.0,2.0,1,Powai,55000
600.0,2.0,1,Seven Bungalows,55000
500.0,2.0,1,Khar,55000
600.0,1.0,1,Mahalakshmi,55000
650.0,1.0,1,Prabhadevi,55000
750.0,1.0,1,Prabhadevi,55000
620.0,1.0,1,Parel,52000
650.0,2.0,1,Matunga,55000
610.0,1.0,1,Dadar,56000
880.0,1.0,1,Worli,60000
700.0,2.0,1,Powai,53000
796.0,1.0,1,Khar,55000
600.0,1.0,1,Bandra,60000
650.0,1.0,1,Colaba,62000
500.0,2.0,1,Bandra,55000
650.0,2.0,1,Prabhadevi,60000
700.0,1.0,1,Powai,55000
650.0,2.0,1,Mahim,60000
650.0,1.0,1,Dadar,53000
750.0,1.0,1,Worli Hill,60000
600.0,2.0,1,Bhakti Park,60000
600.0,2.0,1,Prabhadevi,53000
550.0,1.0,1,Others,55000
738.0,1.0,1,Wadala,52500
825.0,1.0,1,Matunga,55000
550.0,1.0,1,Andheri,52000
750.0,2.0,1,Tardeo,60000
488.0,2.0,1,Dadar,60000
700.0,2.0,1,Khar,60000
720.0,2.0,1,Lokhandwala Complex,60000
750.0,1.0,1,Matunga,60000
700.0,2.0,1,Bandra,60000
750.0,2.0,1,Bandra,58000
720.0,2.0,1,Lower Parel,60000
500.0,1.0,1,Shivaji Park,60000
650.0,1.0,1,Lower Parel,55000
650.0,1.0,1,Dadar,60000
700.0,2.0,1,Khar,55000
580.0,1.0,1,Colaba,60000
900.0,1.0,1,Prabhadevi,55000
658.0,2.0,1,Dadar,52000
550.0,1.0,1,Others,55000
750.0,2.0,1,Others,52000
1000.0,2.0,1,Khar,55000
1000.0,1.0,1,Dadar,57000
500.0,1.0,1,Powai,53000
850.0,2.0,1,Mumbai Central,55000
500.0,1.0,1,Pali Hill,60000
690.0,2.0,1,Khar,62000
650.0,1.0,1,Powai,55000
750.0,1.0,1,Santacruz,60000
650.0,2.0,1,Mahim,60000
620.0,2.0,1,Matunga,55000
1350.0,2.0,1,Vikhroli,55000
650.0,2.0,1,Juhu,55000
650.0,1.0,1,Prabhadevi,60000
650.0,1.0,1,Juhu,55000
500.0,1.0,1,Colaba,55000
750.0,1.0,1,Matunga,55000
750.0,1.0,1,Kamala City,57000
550.0,1.0,1,Colaba,60000
500.0,1.0,1,Shivaji Park,52000
800.0,2.0,1,Mount Mary,55000
1160.0,2.0,1,"ThakurVillage,Kandivali",60000
680.0,1.0,1,Shivaji Park,52000
400.0,1.0,1,Dadar,52000
700.0,2.0,1,Prabhadevi,58000
720.0,1.0,1,VileParle,55000
675.0,1.0,1,Parel,55000
600.0,1.0,1,Colaba,60000
500.0,1.0,1,Kemps Corner,55000
750.0,2.0,1,Juhu Tara Road,55000
550.0,1.0,1,Juhu Tara Road,55000
650.0,1.0,1,Worli,55000
590.0,1.0,1,Others,60000
700.0,2.0,1,Andheri,55000
625.0,2.0,1,Others,55000
450.0,1.0,1,Others,57000
550.0,1.0,1,Others,55000
675.0,2.0,1,Bandra Reclamation,58000
625.0,1.0,1,Powai,55000
400.0,1.0,1,Shivaji Park,52000
600.0,1.0,1,Santacruz,55000
900.0,2.0,1,Powai,52000
675.0,1.0,1,Pedder Road,60000
680.0,2.0,1,Bandra,55000
585.0,1.0,1,Powai,55000
738.0,1.0,1,Wadala,55000
700.0,1.0,1,Vikhroli,60000
625.0,2.0,1,Powai,55000
650.0,1.0,1,Worli Naka Acharaya Atre Chowk,60000
600.0,1.0,1,Prabhadevi,60000
800.0,1.0,1,Worli,55000
650.0,1.0,1,Mazgaon,52000
565.0,1.0,1,Prabhadevi,63000
650.0,2.0,1,Union Park,60000
850.0,1.0,1,VileParle,55000
650.0,1.0,1,Bandra Reclamation,56000
600.0,2.0,1,Dadar,55000
600.0,1.0,1,Santacruz,55000
550.0,2.0,1,Dadar,55000
1000.0,1.0,1,Khar,60000
500.0,1.0,1,Wadala,55000
650.0,1.0,1,Powai,53000
625.0,2.0,1,Matunga,60000
680.0,2.0,1,Others,55000
700.0,1.0,1,Bandra,55000
625.0,1.0,1,Powai,56000
650.0,2.0,1,Jacob Circle,55000
600.0,1.0,1,Colaba,55000
650.0,2.0,1,Bandra,60000
720.0,2.0,1,Prabhadevi,53000
625.0,1.0,1,Powai,55000
700.0,2.0,1,Tardeo,55000
600.0,1.0,1,Lower Parel,55000
650.0,2.0,1,Jacob Circle,60000
650.0,2.0,1,Prabhadevi,55000
750.0,2.0,1,Bandra,55000
750.0,1.0,1,Bandra,60000
650.0,1.0,1,Bandra,60000
600.0,1.0,1,Mahim,55000
756.0,1.0,1,Dadar,60000
630.0,1.0,1,Sewri,50500
700.0,2.0,1,Bandra,55000
650.0,2.0,1,Colaba,60000
600.0,1.0,1,Bandra,55000
650.0,1.0,1,Prabhadevi,52000
700.0,1.0,1,Dadar,55000
650.0,1.0,1,Prabhadevi,62000
700.0,1.0,1,Tardeo,55000
810.0,1.0,1,Wadala,52500
600.0,2.0,1,Dadar,55000
674.0,1.0,1,Khar,60000
550.0,1.0,1,Prabhadevi,55000
600.0,2.0,1,Worli,60000
550.0,1.0,1,Lower Parel,60000
700.0,1.0,1,Bandra,53000
520.0,1.0,1,Colaba,60000
650.0,1.0,1,Worli,60000
700.0,2.0,1,Dadar,52000
650.0,1.0,1,Union Park,60000
700.0,2.0,1,Bandra,54000
700.0,1.0,1,Others,55000
600.0,1.0,1,Powai,54000
600.0,1.0,1,Bandra,55000
600.0,1.0,1,Bandra,60000
750.0,2.0,1,Dadar,52000
450.0,1.0,1,Colaba,60000
750.0,1.0,1,Tardeo,55000
450.0,1.0,1,Bandra,55000
650.0,1.0,1,Worli,55000
950.0,2.0,1,Cuffe Parade,55000
650.0,2.0,1,Others,56000
650.0,1.0,1,Dadar,55000
585.0,1.0,1,Prabhadevi,55000
650.0,2.0,1,Prabhadevi,60000
750.0,2.0,1,Worli Sea Face,60000
752.0,2.0,1,VileParle,60000
700.0,1.0,1,Pali Hill,60000
600.0,1.0,1,Bandra,55000
600.0,2.0,1,Dadar,55000
1000.0,1.0,1,Bandra,55000
730.0,1.0,1,Wadala,54000
625.0,1.0,1,Powai,52000
720.0,1.0,1,Worli,63000
700.0,1.0,1,Bandra Reclamation,60000
625.0,1.0,1,Powai,56000
550.0,1.0,1,Kemps Corner,60000
720.0,2.0,1,Others,63000
700.0,1.0,1,Worli Hill,60000
715.0,2.0,1,Mumbai Central,55000
675.0,2.0,1,Dadar,53000
750.0,1.0,1,Bandra,57000
650.0,2.0,1,Pali Hill,52000
600.0,2.0,1,Khar,55000
530.0,1.0,1,Lower Parel,55000
690.0,1.0,1,Parel,51500
650.0,1.0,1,Bandra,60000
650.0,1.0,1,Prabhadevi,55000
700.0,1.0,1,Saat Rasta,55000
700.0,2.0,1,Pali Hill,55000
650.0,1.0,1,Prabhadevi,62000
750.0,1.0,1,Others,60000
550.0,1.0,1,Colaba,60000
600.0,1.0,1,Prabhadevi,55000
700.0,2.0,1,Bandra,52000
640.0,2.0,1,Khar,57000
650.0,2.0,1,Bandra,55000
650.0,2.0,1,Prabhadevi,57000
600.0,1.0,1,Prabhadevi,55000
850.0,1.0,1,VileParle,52000
600.0,1.0,1,Bandra,60000
550.0,2.0,1,Dadar,60000
1000.0,1.0,1,Bandra,60000
774.0,1.0,1,Wadala,53000
650.0,2.0,1,Powai,54000
575.0,1.0,1,Parel,62000
700.0,1.0,1,Bandra Reclamation,55000
600.0,1.0,1,Kemps Corner,60000
600.0,1.0,1,Worli Sea Face,60000
550.0,2.0,1,Jacob Circle,55000
700.0,2.0,1,Tardeo,63000
850.0,2.0,1,Bandra,57000
600.0,1.0,1,Bandra,60000
600.0,1.0,1,Bandra,60000
575.0,1.0,1,Others,55000
610.0,1.0,1,Lal Baug,52500
550.0,2.0,1,Bandra,58000
650.0,1.0,1,Dadar,55000
600.0,1.0,1,Khar,55000
750.0,1.0,1,Prabhadevi,55000
600.0,1.0,1,Lower Parel,55000
500.0,1.0,1,Colaba,55000
750.0,2.0,1,Worli,60000
700.0,2.0,1,Khar,60000
550.0,1.0,1,Prabhadevi,55000
630.0,2.0,1,Worli Hill,55000
850.0,1.0,1,Bandra,60000
650.0,2.0,1,Dadar,55000
1000.0,1.0,1,Bandra,58000
738.0,1.0,1,Wadala,55000
675.0,2.0,1,Dadar,63000
700.0,1.0,1,Linking Road,60000
600.0,1.0,1,Lower Parel,60000
650.0,1.0,1,Others,56000
580.0,1.0,1,Bandra,60000
550.0,1.0,1,Khar,60000
600.0,1.0,1,Bandra Reclamation,52000
700.0,2.0,1,Bandra,55000
700.0,1.0,1,Prabhadevi,58000
500.0,1.0,1,Colaba,55000
760.0,2.0,1,Lower Parel,55000
680.0,2.0,1,Bandra,55000
650.0,1.0,1,Mahim,55000
670.0,2.0,1,Worli,55000
600.0,1.0,1,Bandra,60000
650.0,1.0,1,Dadar,55000
1050.0,1.0,1,Santacruz,60000
738.0,1.0,1,Wadala,54000
625.0,2.0,1,Mahim,52000
700.0,1.0,1,Bandra,55000
600.0,2.0,1,Colaba,60000
600.0,1.0,1,Bandra,58000
550.0,1.0,1,Bandra,55000
650.0,2.0,1,Others,58000
680.0,1.0,1,Bandra,55000
850.0,2.0,1,Others,62000
550.0,1.0,1,Colaba,60000
765.0,2.0,1,Matunga,57000
600.0,2.0,1,Carter Road,60000
750.0,2.0,1,Prabhadevi,60000
620.0,1.0,1,Prabhadevi,56000
500.0,1.0,1,Bandra,60000
550.0,2.0,1,Parel,55000
775.0,1.0,1,Bandra,55000
650.0,2.0,1,Worli,55000
700.0,1.0,1,Khar,60000
600.0,1.0,1,Colaba,55000
550.0,1.0,1,Bandra,60000
500.0,2.0,1,Bandra,60000
700.0,2.0,1,Bandra,60000
650.0,1.0,1,Prabhadevi,60000
650.0,1.0,1,Colaba,60000
750.0,1.0,1,Pali Hill,55000
620.0,2.0,1,Worli,55000
600.0,1.0,1,Bandra,55000
550.0,2.0,1,Matunga,55000
850.0,1.0,1,Bandra,60000
590.0,1.0,1,Dadar,53000
700.0,1.0,1,Bandra,55000
550.0,1.0,1,Colaba,55000
600.0,1.0,1,Union Park,60000
500.0,1.0,1,Bandra,55000
800.0,2.0,1,Bandra,55000
550.0,1.0,1,Colaba,60000
700.0,2.0,1,Carter Road,58000
650.0,1.0,1,Prabhadevi,60000
500.0,1.0,1,Bandra,55000
650.0,2.0,1,Dadar,52000
1000.0,1.0,1,Bandra,55000
625.0,1.0,1,Dadar,55000
700.0,1.0,1,Others,55000
550.0,1.0,1,Charni Road,55000
500.0,1.0,1,Santacruz,55000
600.0,1.0,1,Pali Hill,60000
586.0,2.0,1,Bandra,55000
550.0,1.0,1,Colaba,55000
650.0,2.0,1,Carter Road,55000
600.0,2.0,1,Worli,60000
500.0,1.0,1,Bandra,55000
650.0,1.0,1,Lower Parel,55000
1000.0,1.0,1,Santacruz,60000
575.0,2.0,1,Dadar,55000
700.0,1.0,1,Linking Road,55000
550.0,1.0,1,Colaba,60000
600.0,1.0,1,Bandra,60000
730.0,2.0,1,Bandra,60000
600.0,1.0,1,Colaba,60000
750.0,2.0,1,Bandra,55000
700.0,2.0,1,Lower Parel,55000
750.0,1.0,1,Bandra,55000
650.0,2.0,1,Prabhadevi,56000
1000.0,1.0,1,Bandra,55000
625.0,2.0,1,Dadar,55000
700.0,1.0,1,Khar,52000
550.0,1.0,1,Others,60000
600.0,2.0,1,Bandra,60000
700.0,1.0,1,Bandra,60000
800.0,2.0,1,Bandra,60000
650.0,2.0,1,Lower Parel,55000
550.0,1.0,1,Bandra,60000
550.0,2.0,1,Matunga,55000
1050.0,1.0,1,Bandra,60000
675.0,2.0,1,Worli,55000
700.0,1.0,1,Bandra,55000
550.0,1.0,1,Colaba,60000
700.0,2.0,1,Bandra,52000
600.0,2.0,1,Bandra Reclamation,60000
640.0,2.0,1,Shivaji Park,55000
756.0,1.0,1,Others,55000
1000.0,1.0,1,Bandra,55000
610.0,2.0,1,Worli,51000
700.0,1.0,1,Bandra,55000
660.0,1.0,1,Kemps Corner,60000
600.0,1.0,1,Bandra,55000
650.0,2.0,1,Bandra,60000
600.0,2.0,1,Prabhadevi,52000
650.0,1.0,1,Dadar,51000
1000.0,1.0,1,Bandra,52000
525.0,1.0,1,Worli,52000
700.0,1.0,1,Carter Road,60000
500.0,1.0,1,Others,55000
750.0,1.0,1,Pali Hill,60000
700.0,2.0,1,Pali Naka,60000
700.0,2.0,1,Others,55000
600.0,2.0,1,Dadar,57000
1000.0,2.0,1,Bandra,60000
550.0,1.0,1,Mahalakshmi,52000
700.0,1.0,1,Bandra,55000
550.0,1.0,1,Others,55000
750.0,2.0,1,Khar,55000
700.0,2.0,1,Bandra,60000
650.0,1.0,1,Shivaji Park,51000
1000.0,1.0,1,Bandra,57000
590.0,2.0,1,Worli,55000
700.0,1.0,1,Carter Road,60000
700.0,1.0,1,Bandra,55000
550.0,1.0,1,Others,54000
700.0,2.0,1,Dadar,55000
1000.0,1.0,1,Bandra,60000
575.0,1.0,1,Dadar,52000
700.0,1.0,1,Linking Road,55000
575.0,2.0,1,Bandra Reclamation,55000
600.0,2.0,1,Bandra,60000
600.0,1.0,1,Dadar,51000
1000.0,1.0,1,Khar,55000
600.0,2.0,1,Lower Parel,60000
700.0,1.0,1,Linking Road,55000
765.0,2.0,1,Bandra,60000
600.0,2.0,1,Carter Road,58000
650.0,1.0,1,Dadar,60000
1000.0,2.0,1,Bandra,60000
590.0,2.0,1,Dadar,52000
700.0,1.0,1,Khar,55000
654.0,2.0,1,Bandra,55000
650.0,1.0,1,Carter Road,55000
600.0,2.0,1,Prabhadevi,55000
1000.0,1.0,1,Bandra,60000
625.0,2.0,1,Malabar Hill,62000
700.0,1.0,1,Linking Road,55000
650.0,1.0,1,Bandra,55000
650.0,2.0,1,Bandra,60000
650.0,1.0,1,Others,58000
1000.0,1.0,1,Khar,57000
600.0,2.0,1,Worli,60000
700.0,1.0,1,Mount Mary,55000
750.0,1.0,1,Bandra,55000
600.0,2.0,1,Dadar,60000
1000.0,1.0,1,Bandra,60000
675.0,2.0,1,Dadar,56000
700.0,1.0,1,Bandra,55000
575.0,1.0,1,Carter Road,55000
600.0,1.0,1,Dadar,55000
1000.0,1.0,1,Bandra,58000
610.0,2.0,1,Mahim,52000
700.0,1.0,1,Bandra,55000
620.0,1.0,1,Khar,60000
600.0,1.0,1,Dadar,58000
700.0,1.0,1,Carter Road,55000
750.0,2.0,1,Pali Hill,60000
600.0,1.0,1,Worli Hill,63000
700.0,1.0,1,Bandra,60000
650.0,2.0,1,Bandra,55000
650.0,2.0,1,Matunga,51000
700.0,1.0,1,Union Park,60000
700.0,1.0,1,Bandra,55000
650.0,2.0,1,Prabhadevi,60000
700.0,1.0,1,Waterfield Road,55000
800.0,2.0,1,Bandra,60000
650.0,1.0,1,Dadar,60000
700.0,1.0,1,Bandra Reclamation,60000
650.0,1.0,1,Bandra,55000
650.0,1.0,1,Prabhadevi,55000
700.0,1.0,1,Bandra,55000
650.0,1.0,1,Bandra,60000
600.0,1.0,1,Shivaji Park,52000
700.0,1.0,1,Carter Road,55000
700.0,2.0,1,Bandra,55000
550.0,2.0,1,Matunga,52000
700.0,2.0,1,Bandra,60000
575.0,1.0,1,Khar,55000
550.0,1.0,1,Dadar,52000
700.0,1.0,1,Bandra,60000
700.0,1.0,1,Khar,55000
700.0,1.0,1,Khar,60000
700.0,2.0,1,Bandra,55000
700.0,1.0,1,Khar,60000
680.0,2.0,1,Bandra,60000
700.0,1.0,1,Bandra,55000
650.0,2.0,1,Bandra,60000
700.0,1.0,1,Bandra Reclamation,55000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Santacruz,60000
750.0,1.0,1,Bandra,60000
700.0,1.0,1,Bandra Reclamation,55000
645.0,1.0,1,Pali Hill,58000
700.0,1.0,1,Linking Road,60000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Bandra Reclamation,55000
700.0,1.0,1,Bandra,60000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Bandra,60000
700.0,1.0,1,Union Park,60000
700.0,1.0,1,Khar,55000
700.0,1.0,1,Bandra Reclamation,60000
700.0,1.0,1,Union Park,60000
700.0,1.0,1,Bandra Reclamation,55000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Khar,60000
700.0,1.0,1,Union Park,60000
700.0,1.0,1,Bandra,60000
700.0,1.0,1,Khar,60000
700.0,1.0,1,Bandra,60000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Bandra Reclamation,55000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Bandra,60000
700.0,1.0,1,Bandra,60000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Carter Road,55000
700.0,1.0,1,Bandra,55000
700.0,1.0,1,Bandra,75000
710.0,1.0,1,Worli,75000
670.0,1.0,1,Wadala,65000
650.0,2.0,1,Prabhadevi,70000
640.0,1.0,1,Bandra,65000
750.0,1.0,1,Worli Sea Face,75000
530.0,1.0,1,Parel,68000
550.0,1.0,1,Parel,73000
550.0,1.0,1,Colaba,70000
400.0,2.0,1,Worli,65000
650.0,1.0,1,Breach Candy,75000
700.0,1.0,1,Shivaji Park,75000
650.0,2.0,1,Colaba,65000
550.0,1.0,1,Colaba,65000
625.0,2.0,1,Worli,65000
900.0,2.0,1,Lower Parel,70000
1050.0,1.0,1,Bandra,75000
750.0,1.0,1,Prabhadevi,70000
575.0,2.0,1,Parel,65000
700.0,1.0,1,Bandra,65000
750.0,1.0,1,Santacruz,65000
550.0,2.0,1,Parel,70000
600.0,1.0,1,Malabar Hill,75000
650.0,2.0,1,Worli Naka Acharaya Atre Chowk,70000
760.0,2.0,1,Bandra,75000
560.0,1.0,1,Haji Ali,70000
600.0,1.0,1,Prabhadevi,65000
750.0,2.0,1,Lower Parel,75000
650.0,1.0,1,Bandra,67000
1050.0,2.0,1,Goregaon,65000
650.0,2.0,1,Juhu Tara Road,75000
650.0,1.0,1,Dadar,65000
750.0,2.0,1,Jacob Circle,65000
750.0,2.0,1,Worli,75000
800.0,1.0,1,Parel,75000
800.0,1.0,1,Bandra,70000
950.0,2.0,1,Bandra Band Stand,70000
687.0,1.0,1,Dadar,70000
640.0,1.0,1,Others,65000
430.0,1.0,1,Parel,75000
500.0,1.0,1,Bandra,70000
650.0,1.0,1,Others,72000
1377.0,2.0,1,JVLR-Jogeshwari Vikhroli Link Road,76000
700.0,1.0,1,Prabhadevi,65000
800.0,1.0,1,Bandra,70000
650.0,2.0,1,Colaba,65000
750.0,2.0,1,Worli Sea Face,75000
650.0,1.0,1,Bandra Reclamation,68000
700.0,2.0,1,Bandra,65000
650.0,1.0,1,Prabhadevi,65000
600.0,2.0,1,Others,65000
800.0,1.0,1,Bandra,75000
750.0,2.0,1,Bandra,70000
700.0,2.0,1,Bandra,65000
650.0,2.0,1,Prabhadevi,65000
650.0,2.0,1,Bandra,65000
750.0,1.0,1,Breach Candy,65000
1000.0,2.0,1,Bandra,75000
756.0,1.0,1,Dadar,65000
750.0,1.0,1,Pali Hill,65000
700.0,2.0,1,Pali Naka,65000
600.0,1.0,1,Colaba,70000
750.0,1.0,1,Malabar Hill,75000
600.0,1.0,1,Worli,75000
450.0,1.0,1,Worli,65000
780.0,2.0,1,Worli Sea Face,75000
750.0,1.0,1,Khar,65000
700.0,2.0,1,Others,65000
800.0,2.0,1,Khar,70000
670.0,1.0,1,Worli,65000
600.0,1.0,1,Breach Candy,70000
710.0,2.0,1,Antop Hill,65000
610.0,1.0,1,Worli,65000
550.0,2.0,1,Colaba,65000
650.0,1.0,1,VileParle,65000
750.0,2.0,1,Worli,75000
500.0,1.0,1,Colaba,70000
650.0,1.0,1,Others,65000
750.0,2.0,1,Others,75000
600.0,1.0,1,Worli,75000
700.0,2.0,1,Worli Hill,65000
747.0,2.0,1,Prabhadevi,70000
650.0,1.0,1,Juhu,65000
750.0,2.0,1,Worli,65000
650.0,2.0,1,Others,70000
650.0,1.0,1,Peddar Road,65000
700.0,1.0,1,Bandra,70000
600.0,1.0,1,Colaba,67000
550.0,1.0,1,Others,65000
750.0,1.0,1,Worli,70000
750.0,1.0,1,Worli,73000
500.0,1.0,1,Others,65000
1000.0,1.0,1,Bandra,72000
650.0,2.0,1,Lower Parel,75000
550.0,1.0,1,Parel,70000
700.0,1.0,1,Carter Road,65000
1000.0,1.0,1,Juhu Tara Road,75000
600.0,1.0,1,Kemps Corner,75000
747.0,1.0,1,Prabhadevi,70000
650.0,2.0,1,Santacruz,70000
600.0,2.0,1,Tardeo,70000
650.0,2.0,1,Prabhadevi,70000
650.0,1.0,1,Worli,65000
700.0,1.0,1,Prabhadevi,65000
700.0,1.0,1,Bandra,75000
800.0,1.0,1,Kemps Corner,65000
650.0,1.0,1,Santacruz,65000
700.0,2.0,1,Worli,65000
750.0,1.0,1,Shivaji Park,70000
1000.0,1.0,1,Bandra,65000
650.0,1.0,1,Mount Mary,75000
700.0,1.0,1,Prabhadevi,70000
600.0,1.0,1,Bandra,70000
650.0,2.0,1,Bandra,65000
840.0,3.0,1,Others,70000
700.0,2.0,1,Khar,70000
700.0,1.0,1,Bandra,75000
750.0,2.0,1,Bandra,70000
750.0,1.0,1,Breach Candy,70000
510.0,2.0,1,Prabhadevi,65000
650.0,1.0,1,Bandra Reclamation,75000
600.0,1.0,1,Bandra,75000
620.0,1.0,1,Colaba,66000
650.0,1.0,1,Colaba,75000
580.0,1.0,1,Prabhadevi,65000
800.0,2.0,1,Prabhadevi,67000
600.0,2.0,1,Prabhadevi,65000
650.0,2.0,1,Pali Hill,65000
700.0,1.0,1,Colaba,70000
600.0,1.0,1,Colaba,65000
550.0,1.0,1,Colaba,75000
700.0,1.0,1,Prabhadevi,70000
